,image_path,age,age_category,class,gender,ethnicity
1060,42_0_3_20170105180921463.jpg.chip.jpg,42,"(30, 45]",5,0,3.0
1061,43_1_1_20170113013019161.jpg.chip.jpg,43,"(30, 45]",5,1,1.0
1062,73_1_0_20170110140417960.jpg.chip.jpg,73,"(60, 100]",7,1,0.0
1063,30_0_4_20170117202929576.jpg.chip.jpg,30,"(20, 30]",4,0,4.0
1064,5_1_1_20170104010044345.jpg.chip.jpg,5,"(0, 5]",0,1,1.0
1065,28_1_1_20170112220128599.jpg.chip.jpg,28,"(20, 30]",4,1,1.0
1066,92_0_3_20170105180848734.jpg.chip.jpg,92,"(60, 100]",7,0,3.0
1067,46_1_0_20170110143242639.jpg.chip.jpg,46,"(45, 60]",6,1,0.0
1068,30_0_2_20170116194010019.jpg.chip.jpg,30,"(20, 30]",4,0,2.0
1069,5_1_4_20161221193338973.jpg.chip.jpg,5,"(0, 5]",0,1,4.0
1070,30_1_1_20170112231459398.jpg.chip.jpg,30,"(20, 30]",4,1,1.0
1071,38_1_0_20170117154132795.jpg.chip.jpg,38,"(30, 45]",5,1,0.0
1072,36_1_0_20170117135850660.jpg.chip.jpg,36,"(30, 45]",5,1,0.0
1073,28_1_2_20170116190129400.jpg.chip.jpg,28,"(20, 30]",4,1,2.0
1074,66_1_0_20170110132508785.jpg.chip.jpg,66,"(60, 100]",7,1,0.0
1075,20_1_0_20170117141223953.jpg.chip.jpg,20,"(15, 20]",3,1,0.0
1076,56_1_1_20170110153339650.jpg.chip.jpg,56,"(45, 60]",6,1,1.0
1077,39_1_1_20170113012244528.jpg.chip.jpg,39,"(30, 45]",5,1,1.0
1078,57_0_0_20170111201356375.jpg.chip.jpg,57,"(45, 60]",6,0,0.0
1079,40_0_3_20170117194103620.jpg.chip.jpg,40,"(30, 45]",5,0,3.0
1080,41_0_0_20170109002859574.jpg.chip.jpg,41,"(30, 45]",5,0,0.0
1081,50_1_0_20170117155139407.jpg.chip.jpg,50,"(45, 60]",6,1,0.0
1082,39_0_3_20170117165633172.jpg.chip.jpg,39,"(30, 45]",5,0,3.0
1083,4_0_3_20161220220726266.jpg.chip.jpg,4,"(0, 5]",0,0,3.0
1084,8_1_0_20170109194048333.jpg.chip.jpg,8,"(5, 10]",1,1,0.0
1085,37_0_2_20170109013510428.jpg.chip.jpg,37,"(30, 45]",5,0,2.0
1086,56_0_3_20170119180731484.jpg.chip.jpg,56,"(45, 60]",6,0,3.0
1087,54_0_1_20170117191450148.jpg.chip.jpg,54,"(45, 60]",6,0,1.0
1088,66_1_0_20170110122210413.jpg.chip.jpg,66,"(60, 100]",7,1,0.0
1089,40_0_0_20170104170248249.jpg.chip.jpg,40,"(30, 45]",5,0,0.0
1090,44_1_0_20170108225950714.jpg.chip.jpg,44,"(30, 45]",5,1,0.0
1091,16_0_1_20170113155247627.jpg.chip.jpg,16,"(15, 20]",3,0,1.0
1092,35_1_0_20170116201640357.jpg.chip.jpg,35,"(30, 45]",5,1,0.0
1093,45_0_1_20170113142436445.jpg.chip.jpg,45,"(30, 45]",5,0,1.0
1094,29_1_2_20170116192543424.jpg.chip.jpg,29,"(20, 30]",4,1,2.0
1095,19_1_0_20170103162951552.jpg.chip.jpg,19,"(15, 20]",3,1,0.0
1096,55_0_0_20170111200745714.jpg.chip.jpg,55,"(45, 60]",6,0,0.0
1097,14_0_0_20170110225116744.jpg.chip.jpg,14,"(10, 15]",2,0,0.0
1098,18_1_0_20170109214215051.jpg.chip.jpg,18,"(15, 20]",3,1,0.0
1099,44_0_0_20170105172858549.jpg.chip.jpg,44,"(30, 45]",5,0,0.0
1100,36_0_0_20170117183240678.jpg.chip.jpg,36,"(30, 45]",5,0,0.0
1101,55_1_0_20170117175304208.jpg.chip.jpg,55,"(45, 60]",6,1,0.0
1102,37_0_0_20170109015606661.jpg.chip.jpg,37,"(30, 45]",5,0,0.0
1103,38_1_2_20170109002533677.jpg.chip.jpg,38,"(30, 45]",5,1,2.0
1104,71_1_0_20170110152341109.jpg.chip.jpg,71,"(60, 100]",7,1,0.0
1105,40_1_0_20170117180655625.jpg.chip.jpg,40,"(30, 45]",5,1,0.0
1106,48_0_4_20170104213328405.jpg.chip.jpg,48,"(45, 60]",6,0,4.0
1107,30_0_4_20170117202914440.jpg.chip.jpg,30,"(20, 30]",4,0,4.0
1108,36_1_0_20170105163423874.jpg.chip.jpg,36,"(30, 45]",5,1,0.0
1109,47_1_0_20170109142251314.jpg.chip.jpg,47,"(45, 60]",6,1,0.0
1110,61_1_0_20170117192059259.jpg.chip.jpg,61,"(60, 100]",7,1,0.0
1111,28_1_3_20170117184127794.jpg.chip.jpg,28,"(20, 30]",4,1,3.0
1112,36_0_0_20170108235343740.jpg.chip.jpg,36,"(30, 45]",5,0,0.0
1113,78_0_0_20170111210105923.jpg.chip.jpg,78,"(60, 100]",7,0,0.0
1114,45_0_3_20170119202051271.jpg.chip.jpg,45,"(30, 45]",5,0,3.0
1115,53_1_0_20170105171816333.jpg.chip.jpg,53,"(45, 60]",6,1,0.0
1116,35_1_3_20170104220136126.jpg.chip.jpg,35,"(30, 45]",5,1,3.0
1117,80_0_0_20170117173059810.jpg.chip.jpg,80,"(60, 100]",7,0,0.0
1118,51_0_0_20170111171747345.jpg.chip.jpg,51,"(45, 60]",6,0,0.0
1119,9_0_2_20170110215503716.jpg.chip.jpg,9,"(5, 10]",1,0,2.0
1120,37_1_1_20170116222816400.jpg.chip.jpg,37,"(30, 45]",5,1,1.0
1121,28_1_1_20170112204434315.jpg.chip.jpg,28,"(20, 30]",4,1,1.0
1122,29_0_1_20170113133201673.jpg.chip.jpg,29,"(20, 30]",4,0,1.0
1123,55_0_0_20170117190544306.jpg.chip.jpg,55,"(45, 60]",6,0,0.0
1124,18_1_1_20170113005132350.jpg.chip.jpg,18,"(15, 20]",3,1,1.0
1125,18_1_0_20170117150406531.jpg.chip.jpg,18,"(15, 20]",3,1,0.0
1126,45_1_0_20170117200902766.jpg.chip.jpg,45,"(30, 45]",5,1,0.0
1127,40_0_0_20170105172906549.jpg.chip.jpg,40,"(30, 45]",5,0,0.0
1128,41_0_1_20170117171011004.jpg.chip.jpg,41,"(30, 45]",5,0,1.0
1129,28_0_1_20170117202351839.jpg.chip.jpg,28,"(20, 30]",4,0,1.0
1130,46_0_1_20170113175110660.jpg.chip.jpg,46,"(45, 60]",6,0,1.0
1131,30_0_0_20170117130638578.jpg.chip.jpg,30,"(20, 30]",4,0,0.0
1132,50_1_0_20170117160741470.jpg.chip.jpg,50,"(45, 60]",6,1,0.0
1133,16_0_0_20170104230001113.jpg.chip.jpg,16,"(15, 20]",3,0,0.0
1134,45_0_0_20170113183417861.jpg.chip.jpg,45,"(30, 45]",5,0,0.0
1135,38_1_1_20170116223044761.jpg.chip.jpg,38,"(30, 45]",5,1,1.0
1136,49_0_0_20170104184256957.jpg.chip.jpg,49,"(45, 60]",6,0,0.0
1137,80_1_0_20170110155128293.jpg.chip.jpg,80,"(60, 100]",7,1,0.0
1138,35_1_2_20170116191815209.jpg.chip.jpg,35,"(30, 45]",5,1,2.0
1139,16_1_0_20170116000649066.jpg.chip.jpg,16,"(15, 20]",3,1,0.0
1140,85_1_0_20170110181617775.jpg.chip.jpg,85,"(60, 100]",7,1,0.0
1141,61_0_0_20170111171747571.jpg.chip.jpg,61,"(60, 100]",7,0,0.0
1142,4_0_3_20170119180525502.jpg.chip.jpg,4,"(0, 5]",0,0,3.0
1143,36_0_3_20170119201743421.jpg.chip.jpg,36,"(30, 45]",5,0,3.0
1144,55_0_3_20170117175457824.jpg.chip.jpg,55,"(45, 60]",6,0,3.0
1145,88_0_0_20170111222657241.jpg.chip.jpg,88,"(60, 100]",7,0,0.0
1146,65_0_0_20170117204225231.jpg.chip.jpg,65,"(60, 100]",7,0,0.0
1147,8_1_0_20170109202422175.jpg.chip.jpg,8,"(5, 10]",1,1,0.0
1148,35_1_3_20170117183037421.jpg.chip.jpg,35,"(30, 45]",5,1,3.0
1149,51_0_0_20170111181750489.jpg.chip.jpg,51,"(45, 60]",6,0,0.0
1150,50_0_0_20170120222013757.jpg.chip.jpg,50,"(45, 60]",6,0,0.0
1151,28_1_4_20170103235557846.jpg.chip.jpg,28,"(20, 30]",4,1,4.0
1152,29_0_0_20170117094750881.jpg.chip.jpg,29,"(20, 30]",4,0,0.0
1153,35_1_4_20170117201436958.jpg.chip.jpg,35,"(30, 45]",5,1,4.0
1154,16_1_0_20170109214605824.jpg.chip.jpg,16,"(15, 20]",3,1,0.0
1155,37_0_0_20170102233603627.jpg.chip.jpg,37,"(30, 45]",5,0,0.0
1156,15_1_2_20170104012024121.jpg.chip.jpg,15,"(10, 15]",2,1,2.0
1157,58_0_1_20170117191843355.jpg.chip.jpg,58,"(45, 60]",6,0,1.0
1158,17_1_1_20170116234754901.jpg.chip.jpg,17,"(15, 20]",3,1,1.0
1159,29_0_4_20170103235840396.jpg.chip.jpg,29,"(20, 30]",4,0,4.0
1160,47_0_0_20170117190258354.jpg.chip.jpg,47,"(45, 60]",6,0,0.0
1161,70_1_0_20170110181712528.jpg.chip.jpg,70,"(60, 100]",7,1,0.0
1162,19_1_3_20170104222642335.jpg.chip.jpg,19,"(15, 20]",3,1,3.0
1163,45_0_4_20170117194230527.jpg.chip.jpg,45,"(30, 45]",5,0,4.0
1164,86_0_0_20170111210757200.jpg.chip.jpg,86,"(60, 100]",7,0,0.0
1165,85_1_0_20170110183129402.jpg.chip.jpg,85,"(60, 100]",7,1,0.0
1166,74_0_2_20170105174417462.jpg.chip.jpg,74,"(60, 100]",7,0,2.0
1167,45_0_1_20170111200809203.jpg.chip.jpg,45,"(30, 45]",5,0,1.0
1168,53_1_0_20170110122530359.jpg.chip.jpg,53,"(45, 60]",6,1,0.0
1169,35_1_0_20170120134033334.jpg.chip.jpg,35,"(30, 45]",5,1,0.0
1170,47_0_2_20170116184928912.jpg.chip.jpg,47,"(45, 60]",6,0,2.0
1171,28_1_2_20170116172433974.jpg.chip.jpg,28,"(20, 30]",4,1,2.0
1172,84_1_0_20170120225859818.jpg.chip.jpg,84,"(60, 100]",7,1,0.0
1173,8_1_0_20170109204516373.jpg.chip.jpg,8,"(5, 10]",1,1,0.0
1174,36_0_1_20170112213546077.jpg.chip.jpg,36,"(30, 45]",5,0,1.0
1175,19_1_2_20170104021632526.jpg.chip.jpg,19,"(15, 20]",3,1,2.0
1176,6_1_0_20170109202302115.jpg.chip.jpg,6,"(5, 10]",1,1,0.0
1177,14_0_3_20170104225245755.jpg.chip.jpg,14,"(10, 15]",2,0,3.0
1178,61_0_0_20170117174636574.jpg.chip.jpg,61,"(60, 100]",7,0,0.0
1179,78_0_0_20170111221844550.jpg.chip.jpg,78,"(60, 100]",7,0,0.0
1180,55_0_0_20170117190004928.jpg.chip.jpg,55,"(45, 60]",6,0,0.0
1181,13_1_1_20170109203928107.jpg.chip.jpg,13,"(10, 15]",2,1,1.0
1182,50_0_1_20170117184611832.jpg.chip.jpg,50,"(45, 60]",6,0,1.0
1183,28_1_2_20170116192305668.jpg.chip.jpg,28,"(20, 30]",4,1,2.0
1184,88_0_1_20170116144533236.jpg.chip.jpg,88,"(60, 100]",7,0,1.0
1185,29_1_1_20170113012341792.jpg.chip.jpg,29,"(20, 30]",4,1,1.0
1186,30_0_4_20170104170526912.jpg.chip.jpg,30,"(20, 30]",4,0,4.0
1187,54_0_3_20170119210122240.jpg.chip.jpg,54,"(45, 60]",6,0,3.0
1188,62_0_3_20170109015431667.jpg.chip.jpg,62,"(60, 100]",7,0,3.0
1189,9_0_0_20170110220411186.jpg.chip.jpg,9,"(5, 10]",1,0,0.0
1190,11_1_0_20170109204030951.jpg.chip.jpg,11,"(10, 15]",2,1,0.0
1191,28_0_1_20170113180639429.jpg.chip.jpg,28,"(20, 30]",4,0,1.0
1192,60_0_0_20170117135052544.jpg.chip.jpg,60,"(45, 60]",6,0,0.0
1193,55_1_0_20170117143101420.jpg.chip.jpg,55,"(45, 60]",6,1,0.0
1194,49_1_0_20170110154336582.jpg.chip.jpg,49,"(45, 60]",6,1,0.0
1195,8_1_0_20170109201107015.jpg.chip.jpg,8,"(5, 10]",1,1,0.0
1196,50_0_3_20170119205237303.jpg.chip.jpg,50,"(45, 60]",6,0,3.0
1197,60_0_0_20170120221518539.jpg.chip.jpg,60,"(45, 60]",6,0,0.0
1198,11_1_4_20170103212554964.jpg.chip.jpg,11,"(10, 15]",2,1,4.0
1199,29_1_1_20170112235118232.jpg.chip.jpg,29,"(20, 30]",4,1,1.0
1200,50_1_1_20170112235535579.jpg.chip.jpg,50,"(45, 60]",6,1,1.0
1201,48_1_0_20170117154722170.jpg.chip.jpg,48,"(45, 60]",6,1,0.0
1202,15_1_3_20170117142502538.jpg.chip.jpg,15,"(10, 15]",2,1,3.0
1203,75_0_0_20170111201623183.jpg.chip.jpg,75,"(60, 100]",7,0,0.0
1204,28_1_2_20170116165553955.jpg.chip.jpg,28,"(20, 30]",4,1,2.0
1205,43_1_3_20170109132235319.jpg.chip.jpg,43,"(30, 45]",5,1,3.0
1206,15_0_1_20170113180633029.jpg.chip.jpg,15,"(10, 15]",2,0,1.0
1207,45_0_0_20170117174733520.jpg.chip.jpg,45,"(30, 45]",5,0,0.0
1208,40_0_1_20170116143000824.jpg.chip.jpg,40,"(30, 45]",5,0,1.0
1209,37_1_3_20170119202521964.jpg.chip.jpg,37,"(30, 45]",5,1,3.0
1210,50_1_1_20170117133207717.jpg.chip.jpg,50,"(45, 60]",6,1,1.0
1211,90_0_0_20170111210545876.jpg.chip.jpg,90,"(60, 100]",7,0,0.0
1212,76_0_2_20170105174825693.jpg.chip.jpg,76,"(60, 100]",7,0,2.0
1213,74_1_0_20170120225441633.jpg.chip.jpg,74,"(60, 100]",7,1,0.0
1214,58_0_0_20170109013800693.jpg.chip.jpg,58,"(45, 60]",6,0,0.0
1215,47_0_0_20170117135913231.jpg.chip.jpg,47,"(45, 60]",6,0,0.0
1216,76_0_0_20170116233204210.jpg.chip.jpg,76,"(60, 100]",7,0,0.0
1217,58_0_0_20170111201757951.jpg.chip.jpg,58,"(45, 60]",6,0,0.0
1218,16_0_0_20170110232647979.jpg.chip.jpg,16,"(15, 20]",3,0,0.0
1219,45_0_0_20170117155728441.jpg.chip.jpg,45,"(30, 45]",5,0,0.0
1220,13_1_0_20170109201711197.jpg.chip.jpg,13,"(10, 15]",2,1,0.0
1221,86_0_2_20170112224559130.jpg.chip.jpg,86,"(60, 100]",7,0,2.0
1222,5_1_0_20170109205316524.jpg.chip.jpg,5,"(0, 5]",0,1,0.0
1223,16_1_0_20170109213440225.jpg.chip.jpg,16,"(15, 20]",3,1,0.0
1224,40_0_0_20170117203818313.jpg.chip.jpg,40,"(30, 45]",5,0,0.0
1225,30_1_0_20170117135302551.jpg.chip.jpg,30,"(20, 30]",4,1,0.0
1226,20_0_1_20170113132343593.jpg.chip.jpg,20,"(15, 20]",3,0,1.0
1227,53_1_0_20170109220402884.jpg.chip.jpg,53,"(45, 60]",6,1,0.0
1228,28_1_0_20170116165656582.jpg.chip.jpg,28,"(20, 30]",4,1,0.0
1229,62_0_0_20170112222131322.jpg.chip.jpg,62,"(60, 100]",7,0,0.0
1230,65_0_0_20170111200641250.jpg.chip.jpg,65,"(60, 100]",7,0,0.0
1231,70_1_0_20170120133535645.jpg.chip.jpg,70,"(60, 100]",7,1,0.0
1232,30_1_2_20170116192643744.jpg.chip.jpg,30,"(20, 30]",4,1,2.0
1233,29_1_0_20170116214325947.jpg.chip.jpg,29,"(20, 30]",4,1,0.0
1234,37_1_0_20170104183404469.jpg.chip.jpg,37,"(30, 45]",5,1,0.0
1235,6_1_0_20170109201628566.jpg.chip.jpg,6,"(5, 10]",1,1,0.0
1236,62_0_0_20170111211200517.jpg.chip.jpg,62,"(60, 100]",7,0,0.0
1237,4_1_4_20170103210522819.jpg.chip.jpg,4,"(0, 5]",0,1,4.0
1238,51_1_0_20170117160938079.jpg.chip.jpg,51,"(45, 60]",6,1,0.0
1239,37_0_1_20170117164255088.jpg.chip.jpg,37,"(30, 45]",5,0,1.0
1240,52_1_0_20170104184406094.jpg.chip.jpg,52,"(45, 60]",6,1,0.0
1241,30_1_2_20170116163458646.jpg.chip.jpg,30,"(20, 30]",4,1,2.0
1242,15_1_4_20170104005847968.jpg.chip.jpg,15,"(10, 15]",2,1,4.0
1243,44_0_0_20170104205257195.jpg.chip.jpg,44,"(30, 45]",5,0,0.0
1244,45_0_3_20170119201729135.jpg.chip.jpg,45,"(30, 45]",5,0,3.0
1245,36_0_1_20170113134421145.jpg.chip.jpg,36,"(30, 45]",5,0,1.0
1246,52_0_1_20170113184703751.jpg.chip.jpg,52,"(45, 60]",6,0,1.0
1247,5_1_0_20170109191946614.jpg.chip.jpg,5,"(0, 5]",0,1,0.0
1248,64_1_0_20170110131514547.jpg.chip.jpg,64,"(60, 100]",7,1,0.0
1249,36_0_0_20170105171802956.jpg.chip.jpg,36,"(30, 45]",5,0,0.0
1250,36_1_3_20170119191859753.jpg.chip.jpg,36,"(30, 45]",5,1,3.0
1251,52_1_0_20170104210038027.jpg.chip.jpg,52,"(45, 60]",6,1,0.0
1252,17_1_4_20170104001810179.jpg.chip.jpg,17,"(15, 20]",3,1,4.0
1253,52_0_0_20170116192914190.jpg.chip.jpg,52,"(45, 60]",6,0,0.0
1254,8_0_3_20161220222824203.jpg.chip.jpg,8,"(5, 10]",1,0,3.0
1255,64_0_0_20170104185632214.jpg.chip.jpg,64,"(60, 100]",7,0,0.0
1256,53_1_0_20170116200916159.jpg.chip.jpg,53,"(45, 60]",6,1,0.0
1257,35_1_1_20170117194931418.jpg.chip.jpg,35,"(30, 45]",5,1,1.0
1258,47_1_0_20170117140025374.jpg.chip.jpg,47,"(45, 60]",6,1,0.0
1259,37_1_2_20170105172724340.jpg.chip.jpg,37,"(30, 45]",5,1,2.0
1260,60_0_3_20170119203850894.jpg.chip.jpg,60,"(45, 60]",6,0,3.0
1261,13_1_0_20170109214402325.jpg.chip.jpg,13,"(10, 15]",2,1,0.0
1262,67_0_1_20170117185950062.jpg.chip.jpg,67,"(60, 100]",7,0,1.0
1263,30_0_3_20170119195729476.jpg.chip.jpg,30,"(20, 30]",4,0,3.0
1264,65_1_0_20170120224801168.jpg.chip.jpg,65,"(60, 100]",7,1,0.0
1265,36_1_0_20170117183244102.jpg.chip.jpg,36,"(30, 45]",5,1,0.0
1266,60_0_0_20170111171747538.jpg.chip.jpg,60,"(45, 60]",6,0,0.0
1267,83_0_0_20170111221828238.jpg.chip.jpg,83,"(60, 100]",7,0,0.0
1268,55_0_3_20170119154102401.jpg.chip.jpg,55,"(45, 60]",6,0,3.0
1269,14_1_1_20170112230439326.jpg.chip.jpg,14,"(10, 15]",2,1,1.0
1270,28_1_1_20170117022228379.jpg.chip.jpg,28,"(20, 30]",4,1,1.0
1271,58_0_0_20170111195348887.jpg.chip.jpg,58,"(45, 60]",6,0,0.0
1272,50_0_0_20170113185024040.jpg.chip.jpg,50,"(45, 60]",6,0,0.0
1273,19_0_4_20170103234723267.jpg.chip.jpg,19,"(15, 20]",3,0,4.0
1274,40_1_0_20170117135406232.jpg.chip.jpg,40,"(30, 45]",5,1,0.0
1275,7_0_4_20161221201748793.jpg.chip.jpg,7,"(5, 10]",1,0,4.0
1276,29_1_0_20170104021759835.jpg.chip.jpg,29,"(20, 30]",4,1,0.0
1277,58_0_3_20170119211544361.jpg.chip.jpg,58,"(45, 60]",6,0,3.0
1278,36_1_1_20170112224156660.jpg.chip.jpg,36,"(30, 45]",5,1,1.0
1279,9_0_1_20170110224349623.jpg.chip.jpg,9,"(5, 10]",1,0,1.0
1280,56_0_0_20170109012703197.jpg.chip.jpg,56,"(45, 60]",6,0,0.0
1281,60_1_0_20170110141408280.jpg.chip.jpg,60,"(45, 60]",6,1,0.0
1282,29_1_1_20170116173431601.jpg.chip.jpg,29,"(20, 30]",4,1,1.0
1283,19_1_4_20170103201818104.jpg.chip.jpg,19,"(15, 20]",3,1,4.0
1284,4_1_2_20161219211452533.jpg.chip.jpg,4,"(0, 5]",0,1,2.0
1285,28_1_1_20170113012805025.jpg.chip.jpg,28,"(20, 30]",4,1,1.0
1286,28_0_3_20170119194909970.jpg.chip.jpg,28,"(20, 30]",4,0,3.0
1287,12_0_2_20170105000510274.jpg.chip.jpg,12,"(10, 15]",2,0,2.0
1288,44_1_0_20170116222635275.jpg.chip.jpg,44,"(30, 45]",5,1,0.0
1289,39_1_1_20170116224200976.jpg.chip.jpg,39,"(30, 45]",5,1,1.0
1290,77_1_0_20170120221930573.jpg.chip.jpg,77,"(60, 100]",7,1,0.0
1291,7_0_0_20170110215612275.jpg.chip.jpg,7,"(5, 10]",1,0,0.0
1292,17_1_0_20170109214200825.jpg.chip.jpg,17,"(15, 20]",3,1,0.0
1293,14_0_0_20170110232124117.jpg.chip.jpg,14,"(10, 15]",2,0,0.0
1294,4_0_0_20170110232756133.jpg.chip.jpg,4,"(0, 5]",0,0,0.0
1295,58_0_0_20170109010542295.jpg.chip.jpg,58,"(45, 60]",6,0,0.0
1296,70_0_0_20170117173644159.jpg.chip.jpg,70,"(60, 100]",7,0,0.0
1297,29_0_0_20170117122016549.jpg.chip.jpg,29,"(20, 30]",4,0,0.0
1298,53_0_0_20170117161104318.jpg.chip.jpg,53,"(45, 60]",6,0,0.0
1299,69_1_3_20170109150308256.jpg.chip.jpg,69,"(60, 100]",7,1,3.0
1300,35_0_4_20170117121605150.jpg.chip.jpg,35,"(30, 45]",5,0,4.0
1301,88_1_0_20170120230153314.jpg.chip.jpg,88,"(60, 100]",7,1,0.0
1302,59_1_0_20170110141807087.jpg.chip.jpg,59,"(45, 60]",6,1,0.0
1303,41_0_0_20170104165442057.jpg.chip.jpg,41,"(30, 45]",5,0,0.0
1304,60_1_0_20170110131522551.jpg.chip.jpg,60,"(45, 60]",6,1,0.0
1305,36_0_3_20170119183659343.jpg.chip.jpg,36,"(30, 45]",5,0,3.0
1306,59_1_2_20170109134248584.jpg.chip.jpg,59,"(45, 60]",6,1,2.0
1307,100_1_0_20170112215032192.jpg.chip.jpg,100,"(60, 100]",7,1,0.0
1308,29_0_2_20170116172041615.jpg.chip.jpg,29,"(20, 30]",4,0,2.0
1309,40_1_0_20170117154646262.jpg.chip.jpg,40,"(30, 45]",5,1,0.0
1310,30_1_2_20170116191902270.jpg.chip.jpg,30,"(20, 30]",4,1,2.0
1311,16_0_0_20170110231526097.jpg.chip.jpg,16,"(15, 20]",3,0,0.0
1312,29_0_1_20170117181012475.jpg.chip.jpg,29,"(20, 30]",4,0,1.0
1313,42_1_0_20170105000836339.jpg.chip.jpg,42,"(30, 45]",5,1,0.0
1314,36_0_3_20170104232856875.jpg.chip.jpg,36,"(30, 45]",5,0,3.0
1315,53_1_0_20170110122634608.jpg.chip.jpg,53,"(45, 60]",6,1,0.0
1316,29_1_4_20170103163340489.jpg.chip.jpg,29,"(20, 30]",4,1,4.0
1317,28_0_3_20170119194624019.jpg.chip.jpg,28,"(20, 30]",4,0,3.0
1318,4_1_1_20170109194523891.jpg.chip.jpg,4,"(0, 5]",0,1,1.0
1319,8_0_0_20170103200436055.jpg.chip.jpg,8,"(5, 10]",1,0,0.0
1320,60_0_3_20170119205112264.jpg.chip.jpg,60,"(45, 60]",6,0,3.0
1321,55_0_2_20170112223845572.jpg.chip.jpg,55,"(45, 60]",6,0,2.0
1322,51_1_1_20170112213122309.jpg.chip.jpg,51,"(45, 60]",6,1,1.0
1323,38_1_0_20170117154130828.jpg.chip.jpg,38,"(30, 45]",5,1,0.0
1324,40_1_3_20170119165539693.jpg.chip.jpg,40,"(30, 45]",5,1,3.0
1325,35_1_3_20170104231728913.jpg.chip.jpg,35,"(30, 45]",5,1,3.0
1326,50_0_0_20170109012046787.jpg.chip.jpg,50,"(45, 60]",6,0,0.0
1327,18_0_0_20170110231228322.jpg.chip.jpg,18,"(15, 20]",3,0,0.0
1328,90_0_2_20170111210740854.jpg.chip.jpg,90,"(60, 100]",7,0,2.0
1329,80_0_2_20170116233216420.jpg.chip.jpg,80,"(60, 100]",7,0,2.0
1330,39_1_1_20170113012928648.jpg.chip.jpg,39,"(30, 45]",5,1,1.0
1331,80_1_0_20170110141417728.jpg.chip.jpg,80,"(60, 100]",7,1,0.0
1332,76_1_0_20170110182941342.jpg.chip.jpg,76,"(60, 100]",7,1,0.0
1333,30_1_1_20170117133829099.jpg.chip.jpg,30,"(20, 30]",4,1,1.0
1334,36_1_3_20170119154411650.jpg.chip.jpg,36,"(30, 45]",5,1,3.0
1335,28_0_1_20170117021404561.jpg.chip.jpg,28,"(20, 30]",4,0,1.0
1336,72_0_3_20170105180648062.jpg.chip.jpg,72,"(60, 100]",7,0,3.0
1337,60_1_1_20170110122649846.jpg.chip.jpg,60,"(45, 60]",6,1,1.0
1338,29_0_0_20170117180855986.jpg.chip.jpg,29,"(20, 30]",4,0,0.0
1339,52_0_0_20170120222912410.jpg.chip.jpg,52,"(45, 60]",6,0,0.0
1340,60_1_0_20170110140707890.jpg.chip.jpg,60,"(45, 60]",6,1,0.0
1341,16_1_4_20170102234841875.jpg.chip.jpg,16,"(15, 20]",3,1,4.0
1342,20_1_2_20170108224234471.jpg.chip.jpg,20,"(15, 20]",3,1,2.0
1343,90_0_0_20170111224014347.jpg.chip.jpg,90,"(60, 100]",7,0,0.0
1344,40_0_3_20170117154907806.jpg.chip.jpg,40,"(30, 45]",5,0,3.0
1345,76_1_0_20170110182047993.jpg.chip.jpg,76,"(60, 100]",7,1,0.0
1346,52_1_0_20170103180938968.jpg.chip.jpg,52,"(45, 60]",6,1,0.0
1347,60_1_0_20170110183850108.jpg.chip.jpg,60,"(45, 60]",6,1,0.0
1348,42_1_0_20170117154907268.jpg.chip.jpg,42,"(30, 45]",5,1,0.0
1349,40_1_2_20170116161916676.jpg.chip.jpg,40,"(30, 45]",5,1,2.0
1350,45_0_0_20170119171850161.jpg.chip.jpg,45,"(30, 45]",5,0,0.0
1351,20_1_0_20170105183741919.jpg.chip.jpg,20,"(15, 20]",3,1,0.0
1352,86_1_0_20170110181934936.jpg.chip.jpg,86,"(60, 100]",7,1,0.0
1353,35_1_1_20170117010340078.jpg.chip.jpg,35,"(30, 45]",5,1,1.0
1354,39_1_0_20170103182742753.jpg.chip.jpg,39,"(30, 45]",5,1,0.0
1355,28_1_0_20170117122006023.jpg.chip.jpg,28,"(20, 30]",4,1,0.0
1356,38_0_3_20170119202715190.jpg.chip.jpg,38,"(30, 45]",5,0,3.0
1357,30_1_1_20170112231841071.jpg.chip.jpg,30,"(20, 30]",4,1,1.0
1358,28_0_3_20170119194426537.jpg.chip.jpg,28,"(20, 30]",4,0,3.0
1359,40_0_0_20170117151322627.jpg.chip.jpg,40,"(30, 45]",5,0,0.0
1360,28_1_3_20170104220307950.jpg.chip.jpg,28,"(20, 30]",4,1,3.0
1361,63_1_0_20170110142522883.jpg.chip.jpg,63,"(60, 100]",7,1,0.0
1362,42_0_0_20170104204536019.jpg.chip.jpg,42,"(30, 45]",5,0,0.0
1363,69_0_1_20170113184901806.jpg.chip.jpg,69,"(60, 100]",7,0,1.0
1364,18_1_0_20170109214753528.jpg.chip.jpg,18,"(15, 20]",3,1,0.0
1365,16_1_0_20170116214318225.jpg.chip.jpg,16,"(15, 20]",3,1,0.0
1366,54_0_3_20170119210200063.jpg.chip.jpg,54,"(45, 60]",6,0,3.0
1367,30_1_3_20170117181341092.jpg.chip.jpg,30,"(20, 30]",4,1,3.0
1368,40_1_2_20170117175140261.jpg.chip.jpg,40,"(30, 45]",5,1,2.0
1369,52_0_3_20170119200259595.jpg.chip.jpg,52,"(45, 60]",6,0,3.0
